wavelength_m,real_chi_or_n,imag_chi_or_n
2.991754215419822062e-06,1.000459103056932086e+00,0.000000000000000000e+00
2.992721998689076677e-06,1.000459103056932975e+00,0.000000000000000000e+00
2.993689781958331291e-06,1.000459103056933419e+00,0.000000000000000000e+00
2.994657565227585905e-06,1.000459103056933863e+00,0.000000000000000000e+00
2.995625348496840520e-06,1.000459103056933863e+00,0.000000000000000000e+00
2.996593131766095134e-06,1.000459103056933863e+00,0.000000000000000000e+00
2.997560915035349749e-06,1.000459103056933419e+00,0.000000000000000000e+00
2.998528698304604363e-06,1.000459103056933197e+00,0.000000000000000000e+00
2.999496481573858977e-06,1.000459103056932753e+00,0.000000000000000000e+00
3.000464264843113592e-06,1.000459103056932308e+00,0.000000000000000000e+00
3.001432048112368206e-06,1.000459103056931642e+00,0.000000000000000000e+00
3.002399831381622820e-06,1.000459103056930976e+00,0.000000000000000000e+00
3.003367614650877435e-06,1.000459103056930310e+00,0.000000000000000000e+00
3.004335397920132049e-06,1.000459103056929644e+00,0.000000000000000000e+00
3.005303181189386663e-06,1.000459103056929200e+00,0.000000000000000000e+00
3.006270964458641278e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.007238747727895892e-06,1.000459103056928090e+00,0.000000000000000000e+00
3.008206530997150506e-06,1.000459103056927868e+00,0.000000000000000000e+00
3.009174314266405121e-06,1.000459103056927646e+00,0.000000000000000000e+00
3.010142097535659735e-06,1.000459103056927423e+00,0.000000000000000000e+00
3.011109880804914349e-06,1.000459103056926979e+00,0.000000000000000000e+00
3.012077664074168964e-06,1.000459103056926979e+00,0.000000000000000000e+00
3.013045447343423578e-06,1.000459103056926979e+00,0.000000000000000000e+00
3.014013230612678192e-06,1.000459103056927201e+00,0.000000000000000000e+00
3.014981013881932807e-06,1.000459103056927201e+00,0.000000000000000000e+00
3.015948797151187421e-06,1.000459103056927201e+00,0.000000000000000000e+00
3.016916580420442035e-06,1.000459103056927646e+00,0.000000000000000000e+00
3.017884363689696650e-06,1.000459103056927423e+00,0.000000000000000000e+00
3.018852146958951264e-06,1.000459103056927646e+00,0.000000000000000000e+00
3.019819930228205878e-06,1.000459103056927868e+00,0.000000000000000000e+00
3.020787713497460493e-06,1.000459103056928090e+00,0.000000000000000000e+00
3.021755496766715107e-06,1.000459103056928312e+00,0.000000000000000000e+00
3.022723280035969722e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.023691063305224336e-06,1.000459103056928312e+00,0.000000000000000000e+00
3.024658846574478950e-06,1.000459103056928756e+00,0.000000000000000000e+00
3.025626629843733565e-06,1.000459103056928756e+00,0.000000000000000000e+00
3.026594413112988179e-06,1.000459103056928978e+00,0.000000000000000000e+00
3.027562196382242793e-06,1.000459103056928756e+00,0.000000000000000000e+00
3.028529979651497408e-06,1.000459103056928978e+00,0.000000000000000000e+00
3.029497762920752022e-06,1.000459103056928756e+00,0.000000000000000000e+00
3.030465546190006636e-06,1.000459103056928756e+00,0.000000000000000000e+00
3.031433329459261674e-06,1.000459103056929200e+00,0.000000000000000000e+00
3.032401112728516288e-06,1.000459103056928978e+00,0.000000000000000000e+00
3.033368895997770903e-06,1.000459103056928978e+00,0.000000000000000000e+00
3.034336679267025517e-06,1.000459103056928978e+00,0.000000000000000000e+00
3.035304462536280132e-06,1.000459103056928756e+00,0.000000000000000000e+00
3.036272245805534746e-06,1.000459103056928756e+00,0.000000000000000000e+00
3.037240029074789360e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.038207812344043975e-06,1.000459103056928756e+00,0.000000000000000000e+00
3.039175595613298589e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.040143378882553203e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.041111162151807818e-06,1.000459103056928312e+00,0.000000000000000000e+00
3.042078945421062432e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.043046728690317046e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.044014511959571661e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.044982295228826275e-06,1.000459103056928312e+00,0.000000000000000000e+00
3.045950078498080889e-06,1.000459103056928312e+00,0.000000000000000000e+00
3.046917861767335504e-06,1.000459103056928312e+00,0.000000000000000000e+00
3.047885645036590118e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.048853428305844732e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.049821211575099347e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.050788994844353961e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.051756778113608575e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.052724561382863190e-06,1.000459103056928312e+00,0.000000000000000000e+00
3.053692344652117804e-06,1.000459103056928312e+00,0.000000000000000000e+00
3.054660127921372418e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.055627911190627033e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.056595694459881647e-06,1.000459103056928756e+00,0.000000000000000000e+00
3.057563477729136261e-06,1.000459103056928312e+00,0.000000000000000000e+00
3.058531260998390876e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.059499044267645490e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.060466827536900105e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.061434610806154719e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.062402394075409333e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.063370177344663948e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.064337960613918562e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.065305743883173176e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.066273527152427791e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.067241310421682405e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.068209093690937019e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.069176876960191634e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.070144660229446248e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.071112443498700862e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.072080226767955477e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.073048010037210091e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.074015793306465129e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.074983576575719743e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.075951359844974358e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.076919143114228972e-06,1.000459103056928756e+00,0.000000000000000000e+00
3.077886926383483586e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.078854709652738201e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.079822492921992815e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.080790276191247429e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.081758059460502044e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.082725842729756658e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.083693625999011272e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.084661409268265887e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.085629192537520501e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.086596975806775115e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.087564759076029730e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.088532542345284344e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.089500325614538958e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.090468108883793573e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.091435892153048187e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.092403675422302801e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.093371458691557416e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.094339241960812030e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.095307025230066644e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.096274808499321259e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.097242591768575873e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.098210375037830488e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.099178158307085102e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.100145941576339716e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.101113724845594331e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.102081508114848945e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.103049291384103559e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.104017074653358174e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.104984857922612788e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.105952641191867402e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.106920424461122017e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.107888207730376631e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.108855990999631245e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.109823774268885860e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.110791557538140474e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.111759340807395088e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.112727124076649703e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.113694907345904317e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.114662690615158931e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.115630473884413969e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.116598257153668584e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.117566040422923198e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.118533823692177812e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.119501606961432427e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.120469390230687041e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.121437173499941655e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.122404956769196270e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.123372740038450884e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.124340523307705498e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.125308306576960113e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.126276089846214727e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.127243873115469341e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.128211656384723956e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.129179439653978570e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.130147222923233184e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.131115006192487799e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.132082789461742413e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.133050572730997028e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.134018356000251642e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.134986139269506256e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.135953922538760871e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.136921705808015485e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.137889489077270099e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.138857272346524714e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.139825055615779328e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.140792838885033942e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.141760622154288557e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.142728405423543171e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.143696188692797785e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.144663971962052400e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.145631755231307014e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.146599538500561628e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.147567321769816243e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.148535105039070857e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.149502888308325471e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.150470671577580086e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.151438454846834700e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.152406238116089314e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.153374021385343929e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.154341804654598543e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.155309587923853157e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.156277371193107772e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.157245154462362386e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.158212937731617424e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.159180721000872038e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.160148504270126653e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.161116287539381267e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.162084070808635881e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.163051854077890496e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.164019637347145110e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.164987420616399724e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.165955203885654339e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.166922987154908953e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.167890770424163567e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.168858553693418182e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.169826336962672796e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.170794120231927411e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.171761903501182025e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.172729686770436639e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.173697470039691254e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.174665253308945868e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.175633036578200482e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.176600819847455097e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.177568603116709711e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.178536386385964325e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.179504169655218940e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.180471952924473554e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.181439736193728168e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.182407519462982783e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.183375302732237397e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.184343086001492011e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.185310869270746626e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.186278652540001240e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.187246435809255854e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.188214219078510469e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.189182002347765083e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.190149785617019697e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.191117568886274312e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.192085352155528926e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.193053135424783540e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.194020918694038155e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.194988701963292769e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.195956485232547384e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.196924268501801998e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.197892051771056612e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.198859835040311227e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.199827618309566264e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.200795401578820879e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.201763184848075493e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.202730968117330107e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.203698751386584722e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.204666534655839336e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.205634317925093951e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.206602101194348565e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.207569884463603179e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.208537667732857794e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.209505451002112408e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.210473234271367022e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.211441017540621637e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.212408800809876251e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.213376584079130865e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.214344367348385480e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.215312150617640094e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.216279933886894708e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.217247717156149323e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.218215500425403937e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.219183283694658551e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.220151066963913166e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.221118850233167780e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.222086633502422394e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.223054416771677009e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.224022200040931623e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.224989983310186237e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.225957766579440852e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.226925549848695466e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.227893333117950080e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.228861116387204695e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.229828899656459309e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.230796682925713924e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.231764466194968538e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.232732249464223152e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.233700032733477767e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.234667816002732381e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.235635599271986995e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.236603382541241610e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.237571165810496224e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.238538949079750838e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.239506732349005453e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.240474515618260067e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.241442298887514681e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.242410082156769719e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.243377865426024334e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.244345648695278948e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.245313431964533562e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.246281215233788177e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.247248998503042791e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.248216781772297405e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.249184565041552020e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.250152348310806634e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.251120131580061248e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.252087914849315863e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.253055698118570477e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.254023481387825091e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.254991264657079706e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.255959047926334320e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.256926831195588934e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.257894614464843549e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.258862397734098163e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.259830181003352777e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.260797964272607392e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.261765747541862006e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.262733530811116620e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.263701314080371235e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.264669097349625849e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.265636880618880463e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.266604663888135078e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.267572447157389692e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.268540230426644307e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.269508013695898921e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.270475796965153535e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.271443580234408150e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.272411363503662764e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.273379146772917378e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.274346930042171993e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.275314713311426607e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.276282496580681221e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.277250279849935836e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.278218063119190450e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.279185846388445064e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.280153629657699679e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.281121412926954293e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.282089196196208907e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.283056979465463522e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.284024762734718560e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.284992546003973174e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.285960329273227788e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.286928112542482403e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.287895895811737017e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.288863679080991631e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.289831462350246246e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.290799245619500860e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.291767028888755474e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.292734812158010089e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.293702595427264703e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.294670378696519317e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.295638161965773932e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.296605945235028546e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.297573728504283160e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.298541511773537775e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.299509295042792389e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.300477078312047003e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.301444861581301618e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.302412644850556232e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.303380428119810846e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.304348211389065461e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.305315994658320075e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.306283777927574690e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.307251561196829304e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.308219344466083918e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.309187127735338533e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.310154911004593147e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.311122694273847761e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.312090477543102376e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.313058260812356990e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.314026044081611604e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.314993827350866219e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.315961610620120833e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.316929393889375447e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.317897177158630062e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.318864960427884676e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.319832743697139290e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.320800526966393905e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.321768310235648519e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.322736093504903133e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.323703876774157748e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.324671660043412362e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.325639443312666976e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.326607226581922014e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.327575009851176629e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.328542793120431243e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.329510576389685857e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.330478359658940472e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.331446142928195086e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.332413926197449700e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.333381709466704315e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.334349492735958929e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.335317276005213543e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.336285059274468158e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.337252842543722772e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.338220625812977386e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.339188409082232001e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.340156192351486615e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.341123975620741230e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.342091758889995844e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.343059542159250458e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.344027325428505073e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.344995108697759687e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.345962891967014301e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.346930675236268916e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.347898458505523530e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.348866241774778144e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.349834025044032759e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.350801808313287373e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.351769591582541987e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.352737374851796602e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.353705158121051216e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.354672941390305830e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.355640724659560445e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.356608507928815059e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.357576291198069673e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.358544074467324288e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.359511857736578902e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.360479641005833516e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.361447424275088131e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.362415207544342745e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.363382990813597359e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.364350774082851974e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.365318557352106588e-06,1.000459103056928534e+00,0.000000000000000000e+00
3.366286340621361203e-06,1.000459103056928534e+00,0.000000000000000000e+00
